district,date,NDVI,EVI,NDMI,NBR,LST,Rain_Sum,Soil_Moisture,Air_Temp,Elevation,Slope
Almora,2000-01-01,0.4661654935192151,0.2248077549888827,0.1078786292987165,0.3356637194892188,15.655017690729633,12.030811133187722,0.2806766054169567,8.990976425298111,1431.8398554488444,22.824285931455364
Almora,2000-01-17,0.4242415421106027,0.2163346324862705,0.113422444224063,0.3452933456369745,10.693711623048763,25.755665387224216,0.3697974248702287,8.887430035119339,1431.8398554488444,22.824285931455368
Almora,2000-02-02,0.257214268848814,0.2102545539372067,0.1370662037139934,0.3765249339490412,12.847582568076042,7.688160139002186,0.4649020238314718,7.02869158155718,1431.8398554488444,22.824285931455364
Almora,2000-02-18,0.5814742115555928,0.2199990547918245,0.2070269452056228,0.4766145778901983,8.644407216607206,5.218917146739882,0.4144036325618888,8.915508939550461,1431.8398554488444,22.824285931455368
Almora,2000-03-05,0.4162871193227622,0.2124987544600065,0.0101562550500144,0.2102479199807559,21.086152179304293,3.9483743816528776,0.4186640689475495,11.612243362200186,1431.8398554488444,22.824285931455364
Almora,2000-04-06,0.3939620254422411,0.2222083988198863,0.0224656277283292,0.2098346664327002,31.13257619336154,16.981970866955226,0.2710214114068798,19.8651326169838,1431.8398554488444,22.824285931455364
Almora,2000-04-22,0.4486703489317574,0.23590689825367,0.0473467510199067,0.2420265544122389,34.820912837559206,37.85420593922167,0.3185869638617337,20.80509648105124,1431.8398554488444,22.824285931455368
Almora,2000-05-08,0.3560425045571762,0.2255767029645483,-0.004444205855852,0.2005964515588872,29.972904949713108,68.46900134670794,0.4051509426739776,22.02273097686863,1431.8398554488444,22.824285931455368
Almora,2000-05-24,0.3995490882307561,0.263649686450229,0.0764492718180865,0.3025611133417366,26.267014598199875,146.15282059063284,0.4427123608525953,21.862804422086125,1431.839855448845,22.824285931455368
Almora,2000-07-11,0.6679436294022106,0.4342015085039127,0.2105350802825238,0.5015489050521199,33.25642698968424,143.76581916826677,0.4792051275185888,21.424940082868485,1431.8398554488444,22.824285931455364
Almora,2000-07-27,0.6758545846452291,0.4227503196022654,0.2254412344316126,0.511989738130783,29.73122277037796,79.86978418993849,0.4716438628671572,21.14225966876624,1431.8398554488444,22.824285931455364
Almora,2000-08-28,0.4182215439848757,0.3841060194527168,0.2354409679551345,0.4586770817582694,17.169194250739782,47.19306455616797,0.4752019708076866,20.73933165081036,1431.839855448845,22.824285931455368
Almora,2000-09-13,0.6520224153505073,0.4234599148512965,0.2425360877827069,0.5270365749395425,26.590773187724054,35.843464506287546,0.4489516044500427,19.42612843585087,1431.8398554488444,22.824285931455368
Almora,2000-09-29,0.6781147004693423,0.3643956452468244,0.1902072812818181,0.4755898089320174,27.108578403040617,4.578302242583573,0.3579281156812938,18.671615253394705,1431.8398554488444,22.824285931455368
Almora,2000-11-16,0.3920016606618619,0.2201329846735893,0.0337902727378582,0.2200949587626209,10.85063987830064,2.867938080436315,0.2519692827667356,12.29287315270381,1431.8398554488444,22.824285931455364
Almora,2000-12-02,0.5195779755420439,0.2355624871366277,0.1075089133018102,0.3469963755885468,17.245744149490623,3.5906775597841163,0.2503839201044837,11.095759723755648,1431.8398554488444,22.824285931455364
Almora,2000-12-18,0.4203232207588043,0.21135093909915,0.0879360787479125,0.3377985648854489,14.327801210534778,6.199575057522122,0.236689330455683,10.972720632648953,1431.8398554488444,22.824285931455364
Almora,2001-01-19,0.4669829093780716,0.2196379593098409,0.0689301033317306,0.2860306579047836,16.461077390184087,7.104532419689224,0.278354273536722,10.584471401436083,1431.8398554488444,22.824285931455364
Almora,2001-02-20,0.364268205938656,0.214558355904203,0.0543174847773194,0.2453903695900033,15.023487800448956,13.134957874255434,0.3147988202170066,12.22262298166848,1431.839855448845,22.82428593145537
Almora,2001-03-08,0.4239988839982548,0.2116807796201364,0.0221482567259926,0.2263121977351619,22.595213323980545,20.739885260522342,0.3025763365917541,14.084208009264556,1431.8398554488444,22.824285931455364
Almora,2001-03-24,0.3567267503778141,0.1811630149111773,-0.0236223195286874,0.1691375811186423,24.1125185651608,16.41352459970631,0.3895380260152866,15.589734619241533,1431.8398554488444,22.824285931455368
Almora,2001-04-09,0.3910984266844953,0.2108280477551407,0.0139640456522834,0.208765861179597,26.21522727806307,20.004440086164745,0.3844025711827176,17.35189896285872,1431.8398554488444,22.824285931455364
Almora,2001-04-25,0.3681892385603649,0.2036532329261885,-0.0141398098489384,0.1648950227670123,36.89031424063871,44.47204849684631,0.3151144793099014,22.041432978239136,1431.8398554488444,22.824285931455368
Almora,2001-05-11,0.2814515886580391,0.1715413357269554,-0.0157902362527231,0.1498953902711201,30.40279936255904,57.43918645360881,0.4052531672366887,20.728787629947387,1431.8398554488444,22.824285931455368
Almora,2001-07-30,0.6354333960733299,0.4737814307809099,0.2459836746483482,0.5192449573071587,27.6291389167097,47.65919101097503,0.4751004297232026,21.737013201717573,1431.8398554488444,22.824285931455368
Almora,2001-08-15,0.7090388457867666,0.4931367320248417,0.2666982406474092,0.5548687010468777,31.47625742072249,41.7927384465188,0.4782726709330054,21.57261980413215,1431.8398554488444,22.82428593145536
Almora,2001-08-31,0.6970100515088195,0.4503569669317324,0.2552852302395833,0.5502530447767541,27.77143294221919,41.86569765492497,0.4552242572777988,20.78700651100447,1431.8398554488444,22.824285931455368
Almora,2001-09-16,0.6678378289172763,0.3865613505433047,0.1967506139478484,0.4755728622312572,29.31793515017684,38.61167590102907,0.3621191225727531,20.09456903373549,1431.839855448845,22.824285931455368
Almora,2001-10-02,0.5186944026865136,0.2850898369468045,0.0915120526786534,0.3329390701513509,26.405210526801326,6.395756504580088,0.3801315418839124,18.49562339021228,1431.8398554488444,22.824285931455364
